_id,name,code,docstring,human_label,enriched_description
636767691a6d9265ec0181aa,nullSafeHashCode,"public static int nullSafeHashCode(long[] array){
  if (array == null) {
    return 0;
  }
  int hash=INITIAL_HASH;
  int arraySize=array.length;
  for (int i=0; i < arraySize; i++) {
    hash=MULTIPLIER * hash + hashCode(array[i]);
  }
  return hash;
}
","/** 
 * Return a hash code based on the contents of the specified array. If <code>array</code> is <code>null</code>, this method returns 0.
 * @param array the long array to obtain a hashcode
 * @return the long array's hashcode, which could be 0 if the array is null.
 */
","Compute the hash code of the whole array, by accumulating the multiplication of each element hash code and the  MULTIPLIER.","1. One-line summary: Computes the hash code for a long array, handling null safely.
2. Function behavior: Calculates a combined hash code for all elements in the array or returns 0 if the array is null.
3. Function signature: 
@param array long[]: The array to compute the hash code for.
@return int: The computed hash code or 0 if the array is null.
4. Examples: null -> 0 (array is null) [1, 2, 3] -> someHash (combines hashes) [] -> anotherHash (empty array)
5. Preconditions & Postconditions: Array may be null, result is integer hash code, 0 if null."
636767441a6d9265ec017cc1,rotateRight,"private TreeNode<T> rotateRight(TreeNode<T> node){
  TreeNode<T> left=node.left;
  left.parent=null;
  node.setLeftChild(left.right);
  left.setRightChild(node);
  node.updateHeightAndSubtreeSize();
  left.updateHeightAndSubtreeSize();
  return left;
}
","/** 
 * Performs a right node rotation.
 * @param node a node to rotate
 * @return a new parent of the {@code node}
 */
",Perform a right node rotation on the AVL tree.,"1. One-line summary: Performs a right rotation on a binary tree node.
2. Function behavior: The function rotates the subtree rooted at the input node to the right by making its left child the new root of the subtree and updates the heights and sizes of the involved nodes.
3. Function signature: 
   @return TreeNode<T>: The new root of the rotated subtree.
4. Examples: 
   node with left child -> left child becomes new root (tree rotates right)
   node without left child -> unchanged (rotation not possible)
5. Preconditions & Postconditions: Input node must have a non-null left child; tree structure and properties adjusted after rotation."
6367677e1a6d9265ec01830f,format,"public String format(LoggingEvent event){
  if (sbuf.capacity() > MAX_CAPACITY) {
    sbuf=new StringBuffer(BUF_SIZE);
  }
 else {
    sbuf.setLength(0);
  }
  PatternConverter c=head;
  while (c != null) {
    c.format(sbuf,event);
    c=c.next;
  }
  return sbuf.toString();
}
","/** 
 * Produces a formatted string as specified by the conversion pattern.
 */
","Format the buffered string with the pattern converter, and return the result.","1. One-line summary: Formats a logging event into a string.
2. Function behavior: The function uses a buffer to construct a formatted string representation of a logging event by utilizing a pattern converter chain. The buffer is reset or recreated based on its capacity before formatting.
3. Function signature: 
   @param event LoggingEvent: The logging event to format.
   @return String: The formatted string representation of the logging event.
4. Examples: event with info level -> ""[INFO] log message"" (formats an info level event) Event with error level -> ""[ERROR] log message"" (formats an error level event) Empty event -> """" (handles an empty event gracefully)
5. Preconditions & Postconditions: Preconditions include a valid LoggingEvent and initialized PatternConverter chain, while postconditions ensure the buffer is appropriately reset and contains the formatted event string."
636767031a6d9265ec0178dd,contentLength,"public long contentLength(){
  long size;
  try {
    size=Long.parseLong(request.getHeader(FileUpload.CONTENT_LENGTH));
  }
 catch (  NumberFormatException e) {
    size=request.getContentLength();
  }
  return size;
}
","/** 
 * Retrieve the content length of the request.
 * @return The content length of the request.
 * @since 1.3
 */
","Compute and return the length of the request content header, return the content length if NumberFormatException happens.","1. One-line summary: Returns the content length from request headers.
2. Function behavior: Attempts to get content length from the specified header, defaults to request's content length on failure.
3. Function signature: 
@return long: Content length of the request.
4. Examples: 
Header value ""1024"" -> 1024 (Parsed header value)
Header value ""invalid"" -> request.getContentLength() (Fallback to request method on parse failure)
Header absent -> request.getContentLength() (Fallback to request method on header absence)
5. Preconditions & Postconditions: Precondition: Request contains a potential content length value. Postcondition: Returns content length as long."
636766f11a6d9265ec017658,indexOfLastSeparator,"public static int indexOfLastSeparator(String filename){
  if (filename == null) {
    return -1;
  }
  int lastUnixPos=filename.lastIndexOf(UNIX_SEPARATOR);
  int lastWindowsPos=filename.lastIndexOf(WINDOWS_SEPARATOR);
  return Math.max(lastUnixPos,lastWindowsPos);
}
","/** 
 * Returns the index of the last directory separator character. <p> This method will handle a file in either Unix or Windows format. The position of the last forward or backslash is returned. <p> The output will be the same irrespective of the machine that the code is running on.
 * @param filename  the filename to find the last path separator in, null returns -1
 * @return the index of the last separator character, or -1 if thereis no such character
 */
","Return the index of the last directory separator character, under Unix or Windows.","1. One-line summary: Finds the last occurrence of a path separator in a filename.
2. Function behavior: The function returns the last position of either a Unix or Windows separator in the given filename. If the filename is null, it returns -1.
3. Function signature: 
   @param filename String: Input filename to analyze.
   @return int: Index of the last separator or -1 if none or input is null.
4. Examples: 
   ""file/path/to/file.txt"" -> 8 (Last '/' at position 8)
   ""C:\\path\\to\\file.txt"" -> 11 (Last '\' at position 11)
   null -> -1 (Filename is null)
5. Preconditions & Postconditions: The filename can be null or any string. The return value is the index of the last separator or -1 if none is found or the filename is null."
636767121a6d9265ec017b0a,parseEndOfLine,"private int parseEndOfLine(String headerPart,int end){
  int index=end;
  for (; ; ) {
    int offset=headerPart.indexOf('\r',index);
    if (offset == -1 || offset + 1 >= headerPart.length()) {
      throw new IllegalStateException(""Expected headers to be terminated by an empty line."");
    }
    if (headerPart.charAt(offset + 1) == '\n') {
      return offset;
    }
    index=offset + 1;
  }
}
","/** 
 * Skips bytes until the end of the current line.
 * @param headerPart The headers, which are being parsed.
 * @param end Index of the last byte, which has yet been processed.
 * @return Index of the \r\n sequence, which indicates end of line.
 */
",Parse the header part starting from the given end position and return the index of the enter sequence. ,"1. One-line summary: Finds the position of a carriage return followed by a newline.  
2. Function behavior: The function scans a string to find a '\r\n' sequence starting from a given index and returns the position of the '\r'.  
3. Function signature: 
   @param headerPart String: Header content to be examined  
   @return int: Index of '\r' in the '\r\n' sequence  
   @throws IllegalStateException: If the expected new line after '\r' is not found  
4. Examples:  
   ""abc\r\ndef"", 0 -> 3 (finds '\r' at index 3)  
   ""abc\rghi"", 0 -> Exception (no '\n' after '\r')  
5. Preconditions & Postconditions: Requires '\r\n' sequence in the input; ensures valid index or exception if not found."
636766f61a6d9265ec017701,lastIndexOf,"public static int lastIndexOf(String str,String searchStr){
  if (StringUtils.isEmpty(str)) {
    return StringUtils.INDEX_NOT_FOUND;
  }
  return str.lastIndexOf(searchStr);
}
","/** 
 * Finds the last index within a String, handling <code>null</code>. This method uses  {@link String#lastIndexOf(String)}. 
 */
","Find the last index of the searchStr in str, and return INDEXNOTFOUND if str is empty.","1. One-line summary: Finds the last index of a substring.
2. Function behavior: Returns the last index of the search string in the given string or -1 if not found or if the string is empty.
3. Function signature:
@param str String: The main string to search within.
@param searchStr String: The substring to find.
@return int: The last index of the search string or -1 if not found.
4. Examples: 
""hello"", ""l"" -> 3 (last occurrence of 'l')
""hello"", ""x"" -> -1 (not found)
"""", ""any"" -> -1 (empty main string)
5. Preconditions & Postconditions: Input strings must not be null. The function returns the last index found or -1 if not found."
6367670b1a6d9265ec0179fe,write,"@Override public void write(byte b[]) throws IOException {
  checkThreshold(b.length);
  getStream().write(b);
  written+=b.length;
}
","/** 
 * Writes <code>b.length</code> bytes from the specified byte array to this output stream.
 * @param b The array of bytes to be written.
 * @exception IOException if an error occurs.
 */
",Write the given byte array b into the output stream that this class represents.,"1. One-line summary: A function to write data to a stream.
2. Function behavior: Writes the byte array to an output stream after checking if a size threshold is met. Updates a 'written' counter with the number of bytes written.
3. Function signature: 
   @param b byte[]: Data to be written
   @throws IOException: If an I/O error occurs
4. Examples: 
   byte[]{1, 2, 3} -> writes 3 bytes (if threshold allows)
   byte[]{} -> writes 0 bytes (empty array)
5. Preconditions & Postconditions: Preconditions: A valid byte array is provided, and the stream is open. Postconditions: Data is written to the stream, and 'written' is updated."
636767df1a6d9265ec01873c,id,"public String id(String entityId){
  if (entityId == null) {
    return String.valueOf(point);
  }
 else {
    return point + Const.ID_CONNECTOR + entityId;
  }
}
","/** 
 * @return the row id
 */
",Return the id by concatenating the point and the entity id with id connector.,"1. One-line summary: Joins a point with entityId using a connector or returns the point.
2. Function behavior: Returns a string combining point and entityId with a connector if entityId is not null; otherwise, returns point.
3. Function signature: 
@return String: Resulting concatenated or solo string based on the input.
4. Examples: 
null -> ""point_value"" (returns point)
""123"" -> ""point_value-CONNECTOR-123"" (combines point and entityId)
"""" -> ""point_value-CONNECTOR-"" (combines point and empty entityId)
5. Preconditions & Postconditions: entityId may be null; output will have the structure point or point-CONNECTOR-entityId."
636766f91a6d9265ec01777f,toBoolean,"public static boolean toBoolean(Boolean bool){
  if (bool == null) {
    return false;
  }
  return bool.booleanValue() ? true : false;
}
","/** 
 * <p>Converts a Boolean to a boolean handling <code>null</code> by returning <code>false</code>.</p> <pre> BooleanUtils.toBoolean(Boolean.TRUE)  = true BooleanUtils.toBoolean(Boolean.FALSE) = false BooleanUtils.toBoolean(null)          = false </pre>
 * @param bool  the boolean to convert
 * @return <code>true</code> or <code>false</code>, <code>null</code> returns <code>false</code>
 */
",Convert a Boolean to a boolean handling null by returning false.,"1. One-line summary: Converts a Boolean object to a primitive boolean.
2. Function behavior: Returns false for null values, otherwise returns the boolean value of the Boolean object.
3. Function signature: 
   @param bool Boolean: a Boolean object that may be null
   @return boolean: the primitive boolean value, or false if null
4. Examples: 
   true -> true (Boolean true returns true)
   false -> false (Boolean false returns false)
   null -> false (Null returns false)
5. Preconditions & Postconditions: Accepts a Boolean object or null, returns a primitive boolean value."
6367675f1a6d9265ec0180d3,identity,"public static <V,E>IsomorphicGraphMapping<V,E> identity(Graph<V,E> graph){
  Map<V,V> fMap=CollectionUtil.newHashMapWithExpectedSize(graph.vertexSet().size());
  Map<V,V> bMap=CollectionUtil.newHashMapWithExpectedSize(graph.vertexSet().size());
  for (  V v : graph.vertexSet()) {
    fMap.put(v,v);
    bMap.put(v,v);
  }
  return new IsomorphicGraphMapping<>(fMap,bMap,graph,graph);
}
","/** 
 * Computes an identity automorphism (i.e. a self-mapping of a graph in which each vertex also maps to itself).
 * @param graph the input graph
 * @param < V > the graph vertex type
 * @param < E > the graph edge type
 * @return a mapping from graph to graph
 */
",Compute and return an identity automorphism for the given graph.,"1. One-line summary: Creates an isomorphic mapping of a graph to itself.
2. Function behavior: The function creates a mapping where each vertex in the graph maps to itself, establishing an identity isomorphism.
3. Function signature: 
   @param <V> : Vertex type
   @param <E> : Edge type
   @return IsomorphicGraphMapping<V,E>: Isomorphic mapping of the graph to itself
4. Examples: graph with vertices {A, B, C} -> identity mapping (each vertex maps to itself)
5. Preconditions & Postconditions: The graph must not be null; the function returns an identity mapping of the graph."
636766ff1a6d9265ec017851,findByte,"protected int findByte(byte value,int pos){
  for (int i=pos; i < tail; i++) {
    if (buffer[i] == value) {
      return i;
    }
  }
  return -1;
}
","/** 
 * Searches for a byte of specified value in the <code>buffer</code>, starting at the specified <code>position</code>.
 * @param value The value to find.
 * @param pos   The starting position for searching.
 * @return The position of byte found, counting from beginning of the<code>buffer</code>, or <code>-1</code> if not found.
 */
","Searche for a byte of the specified value in the buffer, starting at the specified position.","1. One-line summary: Returns the index of a specified byte in a buffer starting from a given position.
2. Function behavior: The function searches for the byte value in the buffer array starting at index pos and returns the index if found, else returns -1.
3. Function signature:
@param value byte: the byte value to search for
@param pos int: the starting position for the search
@return int: the index of the byte if found, otherwise -1
4. Examples: 
value=5, pos=0, buffer=[1,2,5,3], tail=4 -> 2 (found at index 2)
value=7, pos=1, buffer=[8,7,6,7], tail=4 -> 1 (found at index 1)
value=2, pos=3, buffer=[9,2,4,5], tail=4 -> -1 (not found)
5. Preconditions & Postconditions: pos must be non-negative and less than or equal to tail; if the value is found, its index is returned, otherwise -1 is returned."
636767a41a6d9265ec018582,writeDelimitedTo,"public static <T>int writeDelimitedTo(OutputStream out,T message,Schema<T> schema,LinkedBuffer buffer) throws IOException {
  if (buffer.start != buffer.offset)   throw new IllegalArgumentException(""Buffer previously used and had not been reset."");
  final ProtobufOutput output=new ProtobufOutput(buffer);
  schema.writeTo(output,message);
  final int size=output.getSize();
  ProtobufOutput.writeRawVarInt32Bytes(out,size);
  final int msgSize=LinkedBuffer.writeTo(out,buffer);
  assert size == msgSize;
  return size;
}
","/** 
 * Serializes the  {@code message}, prefixed with its length, into an  {@link OutputStream}.
 * @return the size of the message
 */
","Use ProtobufOutput and the LinkedBuffer to write the message into the given OutputStream out, and return the message size.","1. One-line summary: Writes a serialized message with a header to an OutputStream.
2. Function behavior: Serializes a message using a schema and writes it to an output stream with a header representing the message's size.
3. Function signature: 
   @param out OutputStream: The output stream to write the serialized data.
   @param message T: The message to be serialized.
   @param schema Schema<T>: The schema used for message serialization.
   @param buffer LinkedBuffer: The buffer used for holding serialized data.
   @return int: The size of the serialized message.
   @throws IOException: If an I/O error occurs.
4. Examples: 
   out, message, schema, buffer -> size (writes message to output)
   out, null, schema, buffer -> exception (null message case)
   out, message, null, buffer -> exception (null schema case)
5. Preconditions & Postconditions: Buffer must be reset before use; function writes size-prefixed serialized message to stream."
636766821a6d9265ec0174b6,resolveArguments,"public static Class<?>[] resolveArguments(Type genericType,Class<?> targetType){
  Class<?>[] result=null;
  if (genericType instanceof ParameterizedType) {
    ParameterizedType paramType=(ParameterizedType)genericType;
    Type[] arguments=paramType.getActualTypeArguments();
    result=new Class[arguments.length];
    for (int i=0; i < arguments.length; i++)     result[i]=resolveClass(arguments[i],targetType);
  }
 else   if (genericType instanceof TypeVariable) {
    result=new Class[1];
    result[0]=resolveClass(genericType,targetType);
  }
  return result;
}
","/** 
 * Resolves the arguments for the  {@code genericType} using the type variable information for the{@code targetType}. Returns  {@code null} if {@code genericType} is not parameterized or ifarguments cannot be resolved.
 */
",Resolve and return the arguments for the genericType using the type variable information for the targetType. Returns null if  genericType is not parameterized or if arguments cannot be resolved.,"1. One-line summary: Resolves generic type arguments to their class types.
2. Function behavior: The function converts a generic type to an array of Class objects representing the resolved types, using the target type for context.
3. Function signature:
@param genericType Type: the generic type to resolve
@param targetType Class<?>: the target class for resolving types
@return Class<?>[]: an array of resolved class types
4. Examples: List<String> -> [String] (resolves List type argument) Map<K,V> -> [K, V] (resolves Map type arguments) T extends Number -> [Number] (resolves type variable)
5. Preconditions & Postconditions: Input types must be valid and compatible, results may be null if input isn't parameterized or a type variable."
636767e11a6d9265ec018781,accept,"@Override public void accept(final METRICS data){
  final String id=data.id();
  final METRICS existed=buffer.get(id);
  if (existed == null) {
    buffer.put(id,data);
  }
 else {
    final boolean isAbandoned=!existed.combine(data);
    if (isAbandoned) {
      buffer.remove(id);
    }
  }
}
","/** 
 * Accept the data into the cache and merge with the existing value. This method is not thread safe, should avoid concurrency calling.
 * @param data to be added potentially.
 */
","Accept the data into the buffer if its id does not exist in the buffer. Otherwise try to combine it with the existing value, and remove it if the combined is abandoned.","1. One-line summary: Update or remove METRICS data in a buffer.
2. Function behavior: The function checks if METRICS data already exists in the buffer, adds it if not, or combines it if it does; it removes the data if it's flagged as abandoned.
3. Function signature: 
   @param data METRICS: The METRICS object to be processed.
4. Examples: 
   new data -> buffer updated (Data added when new)
   repeat data, not combined -> buffer unchanged (Data exists and combined)
   repeat data, combined, abandoned -> buffer updated (Data removed when abandoned)
5. Preconditions & Postconditions: Assumes `data` implements `combine` method and `buffer` supports put, get, remove operations, ensures buffer consistently represents current METRICS state."
636766f11a6d9265ec017641,available,"@Override public int available() throws IOException {
  return this.index < this.length ? this.length - this.index : this.length >= 0 && this.reader.ready() ? 1 : 0;
}
","/** 
 * @see InputStream#available() 
 */
",Check the available space of this InputStream according to the index.,"1. One-line summary: Returns number of bytes available in stream without blocking.
2. Function behavior: The function checks if there are remaining bytes to read; otherwise, it verifies if the underlying reader is ready to provide more data.
3. Function signature:
@return int: Number of bytes available or a readiness indication.
@throws IOException: If an I/O error occurs.
4. Examples: index=2, length=5, reader.ready()=false -> 3 (5 - 2 means 3 bytes available) index=5, length=5, reader.ready()=true -> 1 (index=length, but reader is ready) index=5, length=5, reader.ready()=false -> 0 (no bytes available, reader not ready)
5. Preconditions & Postconditions: The stream has a defined length and index; returns available bytes or readiness check result; may throw IOException."
636767dd1a6d9265ec0186e5,addNewTarget,"public void addNewTarget(Channels channels,IConsumer consumer){
  Group group=new Group(channels,consumer);
  ArrayList<Group> newList=new ArrayList<Group>();
  for (  Group target : consumeTargets) {
    newList.add(target);
  }
  newList.add(group);
  consumeTargets=newList;
  size+=channels.size();
}
","/** 
 * Add a new target channels.
 */
",Add the given target channels to the consumeTargets.,"1. One-line summary: Adds a new target to the existing list of consume targets.
2. Function behavior: Creates a new Group object using provided channels and consumer, adds it to a list, and updates consumeTargets.
3. Function signature: 
   @param channels Channels: Channels instance for group.
   @param consumer IConsumer: Consumer instance for group.
4. Examples: 
   addNewTarget(ch1, cons1) -> adds group to consumeTargets (adds ch1, cons1 to list)
5. Preconditions & Postconditions: List of consumeTargets must be iterable, increased by one Group object after the function executes."
