_id,name,code,docstring,human_label,one_line_summary,function_behavior,function_signature,examples,precond_postcond,dataset,target_id,implementation_id,description,signature,method,generated_by,exit_code
636766821a6d9265ec0174c9,classPath,"private static File[] classPath(){
  final String[] fileNames=System.getProperty(""java.class.path"").split(File.pathSeparator);
  final File[] files=new File[fileNames.length];
  for (int i=0; i < files.length; ++i) {
    files[i]=new File(fileNames[i]);
  }
  return files;
}
","/** 
 * Returns the class path of the current JVM instance as an array of  {@link File} objects.
 */
",Creates an array of the file type based on all file names in java.class.path and returns the array.,Converts the Java class path to an array of Files.,"The function retrieves the Java class path, splits it into individual paths using the system path separator, and creates a File object for each path.",@return File[]: Array of File objects representing Java class path entries.,"java.class.path ""lib1.jar:lib2.jar"" -> [lib1.jar, lib2.jar] (Class paths converted to File array)
java.class.path ""/path/to/lib1:/path/to/lib2"" -> [/path/to/lib1, /path/to/lib2] (Absolute paths as File objects)","System property ""java.class.path"" must be set, output is an array of File objects representing the paths.",CoderEval,636766821a6d9265ec0174c9,636766821a6d9265ec0174c9--1,Creates an array of the file type based on all file names in java.class.path and returns the array.,private static File[] classPath(){,"private static File[] classPath() {
        List<File> fileList = new ArrayList<>();
        try {
            String classpath = System.getProperty(""java.class.path"");
            for (String path : classpath.split(File.pathSeparator)) {
                URL url = new File(path).toURI().toURL();
                if (""file"".equals(url.getProtocol())) {
                    fileList.add(new File(url.getPath()));
                }
            }
        } catch (Exception e) {
            e.printStackTrace();
        }
        return fileList.toArray(new File[0]);
    }",Qwen2.5-Coder-7B-Instruct,1
636766831a6d9265ec0174eb,addReverse,"private void addReverse(final File[] files){
  if (files == null)   return;
  for (int i=files.length - 1; i >= 0; --i) {
    stack.add(files[i]);
  }
}
","/** 
 * Add the specified files in reverse order.
 */
",Put the given array of files into a stack in reverse order. ,Iterates over an array of files in reverse order and pushes them onto a stack.,"Checks if the input array is null. If not, iterates the array backward and adds each file to a stack.",@param files File[]: Array of files to be added in reverse.,"files = {file1, file2, file3} -> stack: {file3, file2, file1} (adds files in reverse)
files = {} -> stack: {} (no files added)
files = null -> no change (null array, returns immediately)",Precondition: Input array may be null. Postcondition: Files are added to the stack in reverse order if the array is not null.,CoderEval,636766831a6d9265ec0174eb,636766831a6d9265ec0174eb--26,Put the given array of files into a stack in reverse order. ,private void addReverse(final File[] files){,"private void addReverse(final File[] files){
	for(int i = files.length - 1; i >= 0 ; i--)
		filesInTheOrder.push(files[i]);	
}",CodeLlama-7b-Instruct-hf,1
636766851a6d9265ec01751b,decodeHexNibble,"private static char decodeHexNibble(final char c){
  if ('0' <= c && c <= '9') {
    return (char)(c - '0');
  }
 else   if ('a' <= c && c <= 'f') {
    return (char)(c - 'a' + 10);
  }
 else   if ('A' <= c && c <= 'F') {
    return (char)(c - 'A' + 10);
  }
 else {
    return Character.MAX_VALUE;
  }
}
","/** 
 * Helper to decode half of a hexadecimal number from a string.
 * @param c The ASCII character of the hexadecimal number to decode.Must be in the range  {@code [0-9a-fA-F]}.
 * @return The hexadecimal value represented in the ASCII charactergiven, or  {@link Character#MAX_VALUE} if the character is invalid.
 */
",Convert a hexadecimal number to binary and return its character type.,Converts a hex character to its decimal value or returns a max character.,Maps a hexadecimal character to its integer value or returns a max value character if invalid.,@return char: The corresponding decimal value of the hex character or Character.MAX_VALUE if invalid.,"'0' -> 0, 'a' -> 10, 'F' -> 15, 'g' -> Character.MAX_VALUE (not a valid hex)",Input must be a single character; returns a character representing decimal or max value.,CoderEval,636766851a6d9265ec01751b,636766851a6d9265ec01751b--23,Convert a hexadecimal number to binary and return its character type.,private static char decodeHexNibble(final char c){,"private static char decodeHexNibble(final char c){
    switch(Character.toUpperCase(c)){
        case '0':
            return '0';
        case '1':
            return '0';
        case '2':
            return '1';
        case '3':
            return '1';
        case '4':
            return '1';
        case '5':
            return '1';
        case '6':
            return '1';
        case '7':
            return '0';
        case '8':
            return '1';
        case '9':
            return '0';
        case 'A':
            return '1';
        case 'B':
            return '1';
        case 'C':
            return '0';
        case 'D':
            return '1';
        case 'E':
            return '0';
        case 'F':
            return '1';
        default:
            throw new IllegalArgumentException(""Invalid hexadecimal character: "" + c);
    }
}",deepseek-coder-6.7b-instruct,1
636766861a6d9265ec017553,isTemplateVariablePresent,"public final boolean isTemplateVariablePresent(String name){
  for (  String s : templateVariables) {
    if (s.equals(name))     return true;
  }
  return false;
}
","/** 
 * Ascertain if a template variable is a member of this template.
 * @param name name The template variable.
 * @return true if the template variable is a member of the template, otherwisefalse.
 */
","Return true if the given name is a member variable of this template,otherwise return false.",Check if a string is present in a list.,"The function iterates over a list of strings and returns true if the specified string is found; otherwise, it returns false.","@param name String: the string to search for in the list.
@return boolean: true if the string is present, false otherwise.","""var1"" -> true (List contains ""var1"")
""unknown"" -> false (List does not contain ""unknown"")
""template"" -> true (List contains ""template"")",Input string is non-null. List of template variables is initialized and non-null.,CoderEval,636766861a6d9265ec017553,636766861a6d9265ec017553--19,"Return true if the given name is a member variable of this template,otherwise return false.",public final boolean isTemplateVariablePresent(String name){,"public final boolean isTemplateVariablePresent(String name) {
    // Assuming there exists a data structure to hold the template variables such as a Set or List called templateVariables
    return templateVariables.contains(name);
}",gpt-4-turbo,0
636766861a6d9265ec017553,isTemplateVariablePresent,"public final boolean isTemplateVariablePresent(String name){
  for (  String s : templateVariables) {
    if (s.equals(name))     return true;
  }
  return false;
}
","/** 
 * Ascertain if a template variable is a member of this template.
 * @param name name The template variable.
 * @return true if the template variable is a member of the template, otherwisefalse.
 */
","Return true if the given name is a member variable of this template,otherwise return false.",Check if a string is present in a list.,"The function iterates over a list of strings and returns true if the specified string is found; otherwise, it returns false.","@param name String: the string to search for in the list.
@return boolean: true if the string is present, false otherwise.","""var1"" -> true (List contains ""var1"")
""unknown"" -> false (List does not contain ""unknown"")
""template"" -> true (List contains ""template"")",Input string is non-null. List of template variables is initialized and non-null.,CoderEval,636766861a6d9265ec017553,636766861a6d9265ec017553--20,"Return true if the given name is a member variable of this template,otherwise return false.",public final boolean isTemplateVariablePresent(String name){,"public final boolean isTemplateVariablePresent(String name) {
    if (name == null) {
        return false;
    }
    return name.matches(""^[a-zA-Z_][a-zA-Z0-9_]*$"");
}",gpt-4-turbo,1
636766861a6d9265ec01755a,match,"public final MatchResult match(CharSequence uri){
  if (uri == null || uri.length() == 0)   return (regexPattern == null) ? EMPTY_STRING_MATCH_RESULT : null;
 else   if (regexPattern == null)   return null;
  Matcher m=regexPattern.matcher(uri);
  if (!m.matches())   return null;
  return (groupIndexes.length > 0) ? new GroupIndexMatchResult(m) : m;
}
","/** 
 * Match a URI against the pattern.
 * @param uri the uri to match against the template.
 * @return the match result, otherwise null if no match occurs.
 */
","If the match between the url and the pattern occurs, return the match result. Otherwise, return null.",Matches a URI with a regex pattern.,Matches the given URI against a regex pattern and returns a match result or null if no match is found.,"@param uri CharSequence: The URI to match.
   @return MatchResult: The match result or null if no match is found.","""http://example.com"" -> MatchResult (match successful)
null -> null (null input)
"""" -> null (empty input)","URI may be null or empty, returns a match result if the pattern matches, otherwise null.",CoderEval,636766861a6d9265ec01755a,636766861a6d9265ec01755a--1,"If the match between the url and the pattern occurs, return the match result. Otherwise, return null.",public final MatchResult match(CharSequence uri){,"public URLMatcher(String pattern) {
        this.pattern = Pattern.compile(pattern);
    }",Qwen2.5-Coder-7B-Instruct,1
636766a81a6d9265ec017586,pop,"private void pop(final int elements){
  if (outputStackTop >= elements) {
    outputStackTop-=elements;
  }
 else {
    outputStackStart-=elements - outputStackTop;
    outputStackTop=0;
  }
}
","/** 
 * Pops the given number of abstract types from the output frame stack.
 * @param elements the number of abstract types that must be popped.
 */
",Pop the given number of elements from the stack.,Reduces output stack size by a specified number of elements.,Decreases `outputStackTop` by `elements` if possible; adjusts `outputStackStart` otherwise.,@param elements int: Number of elements to pop from the stack.,"elements=5, outputStackTop=10 -> outputStackTop=5 (Reduced successfully)
elements=5, outputStackTop=2 -> outputStackTop=0, outputStackStart-3 (Adjusted start)","Assumes `outputStackTop` and `outputStackStart` are initialized and valid, resulting in decreased stack size.",CoderEval,636766a81a6d9265ec017586,636766a81a6d9265ec017586--24,Pop the given number of elements from the stack.,private void pop(final int elements){,"private void pop(final int elements){
    for(int i = 0; i < elements; i++){
      if(isEmpty()) break;
      values.pop();
    }
}",CodeLlama-7b-Instruct-hf,1
636766a81a6d9265ec01758e,nextPrime,"public static int nextPrime(int desiredCapacity){
  if (desiredCapacity >= largestPrime) {
    return largestPrime;
  }
  int i=Arrays.binarySearch(primeCapacities,desiredCapacity);
  if (i < 0) {
    i=-i - 1;
  }
  return primeCapacities[i];
}
","/** 
 * Returns a prime number which is <code>&gt;= desiredCapacity</code> and very close to <code>desiredCapacity</code> (within 11% if <code>desiredCapacity &gt;= 1000</code>).
 * @param desiredCapacity the capacity desired by the user.
 * @return the capacity which should be used for a hashtable.
 */
",Returns the element at the location specified by desiredCapacity in primeCapacities.,Finds the smallest prime greater than or equal to a given number.,"If the desired capacity is larger than or equal to the largest known prime, it returns the largest prime. Otherwise, it returns the next prime from a pre-sorted array.","@param desiredCapacity int: capacity for which to find the next prime.
   @return int: the next prime capacity.","10 -> 11 (10 < 11, next prime)
17 -> 17 (exact match)
100 -> 101 (next prime after 100)",Input is a non-negative integer; output is the smallest prime greater than or equal to the input.,CoderEval,636766a81a6d9265ec01758e,636766a81a6d9265ec01758e--5,Returns the element at the location specified by desiredCapacity in primeCapacities.,public static int nextPrime(int desiredCapacity){,"public static int nextPrime(int desiredCapacity){
    while (true) {
        desiredCapacity++;
        if (isPrime(desiredCapacity)) {
            return desiredCapacity;
        }
    }
}",Phi-3-mini-4k-instruct,1
636766a81a6d9265ec017595,put11,"final ByteVector put11(final int byteValue1,final int byteValue2){
  int currentLength=length;
  if (currentLength + 2 > data.length) {
    enlarge(2);
  }
  byte[] currentData=data;
  currentData[currentLength++]=(byte)byteValue1;
  currentData[currentLength++]=(byte)byteValue2;
  length=currentLength;
  return this;
}
","/** 
 * Puts two bytes into this byte vector. The byte vector is automatically enlarged if necessary.
 * @param byteValue1 a byte.
 * @param byteValue2 another byte.
 * @return this byte vector.
 */
",Put two bytes into a byte vector called data.The vector will be enlarged if necessary.And return the ByteVector object.,Appends two byte values to a ByteVector.,"The function checks if there is enough space in the data array, enlarges it if necessary, and appends two bytes to the current ByteVector.","@param byteValue1 int: First byte value to append.
   @param byteValue2 int: Second byte value to append.
   @return ByteVector: The updated ByteVector instance.","put11(1, 2)
-> ByteVector (appends bytes 1 and 2)
put11(255, 0)
-> ByteVector (appends bytes 255 and 0)","Preconditions: data is a non-null byte array. Postconditions: ByteVector length increases by 2 if there is space, otherwise data is enlarged.",CoderEval,636766a81a6d9265ec017595,636766a81a6d9265ec017595--0,Put two bytes into a byte vector called data.The vector will be enlarged if necessary.And return the ByteVector object.,"final ByteVector put11(final int byteValue1,final int byteValue2){","public final ByteVector put11(final int byteValue1, final int byteValue2) {
    // Ensure there is enough space in the vector for two bytes
    ensureCapacity(2);
    
    // Add the first byte value to the vector
    put(byteValue1);
    
    // Add the second byte value to the vector
    put(byteValue2);
    
    // Return the modified ByteVector object
    return this;
}",Qwen2.5-Coder-7B-Instruct,1
636766a91a6d9265ec0175ae,putByteArray,"public ByteVector putByteArray(final byte[] byteArrayValue,final int byteOffset,final int byteLength){
  if (length + byteLength > data.length) {
    enlarge(byteLength);
  }
  if (byteArrayValue != null) {
    System.arraycopy(byteArrayValue,byteOffset,data,length,byteLength);
  }
  length+=byteLength;
  return this;
}
","/** 
 * Puts an array of bytes into this byte vector. The byte vector is automatically enlarged if necessary.
 * @param byteArrayValue an array of bytes. May be {@literal null} to put {@code byteLength} nullbytes into this byte vector.
 * @param byteOffset     index of the first byte of byteArrayValue that must be copied.
 * @param byteLength     number of bytes of byteArrayValue that must be copied.
 * @return this byte vector.
 */
",Add a byte array into the byte vector.,Appends a specified subarray to a ByteVector.,"It copies a section of a byte array into a ByteVector, enlarging the storage if needed, and updates the length.","@param byteArrayValue byte[]: The source byte array to be copied.
@param byteOffset int: The starting position in the byte array to begin copying.
@param byteLength int: The number of bytes to copy.
@return ByteVector: Returns the updated ByteVector instance.","[1,2,3,4], 1, 2 -> ByteVector (Copies [2,3] to ByteVector)
null, 0, 3 -> ByteVector (Does nothing if source is null)
[1,2,3], 0, 3 -> ByteVector (Copies entire byte array)",byteArrayValue can be null; byteOffset and byteLength must define a valid range within the byte array; the ByteVector is enlarged as needed during appending.,CoderEval,636766a91a6d9265ec0175ae,636766a91a6d9265ec0175ae--25,Add a byte array into the byte vector.,"public ByteVector putByteArray(final byte[] byteArrayValue,final int byteOffset,final int byteLength){","public ByteVector putByteArray(final byte[] byteArrayValue, final int byteOffset, final int byteLength){
    ByteVector byteVector = new ByteVector();
    for (int i = byteOffset; i < byteOffset + byteLength; i++) {
        byteVector.addElement(byteArrayValue[i]);
    }
    return byteVector;
}",deepseek-coder-6.7b-instruct,1
