_id,name,code,docstring,human_label,enriched_description
636767691a6d9265ec0181aa,nullSafeHashCode,"public static int nullSafeHashCode(long[] array){
  if (array == null) {
    return 0;
  }
  int hash=INITIAL_HASH;
  int arraySize=array.length;
  for (int i=0; i < arraySize; i++) {
    hash=MULTIPLIER * hash + hashCode(array[i]);
  }
  return hash;
}
","/** 
 * Return a hash code based on the contents of the specified array. If <code>array</code> is <code>null</code>, this method returns 0.
 * @param array the long array to obtain a hashcode
 * @return the long array's hashcode, which could be 0 if the array is null.
 */
","Compute the hash code of the whole array, by accumulating the multiplication of each element hash code and the  MULTIPLIER.","
---
**1. One-line summary:** Computes a hash code for a long array, handling null gracefully.

**2. Function behavior:** The function returns 0 if the array is null; otherwise, it iterates over each element of the array, updating a hash value using a specified multiplier and a helper method `hashCode` for individual long elements, finally returning the computed hash.

**3. Function signature:** Accepts a single parameter `array` of type `long[]` and returns an `int`.

**4. Examples:** 
- Input: null; Output: 0
- Input: [] (empty array); Output: INITIAL_HASH
- Input: [1, 2, 3]; Output: Computed hash value based on elements 1, 2, and 3

**5. Preconditions & Postconditions:** Preconditions include that the array can be null or a valid long array; the postcondition is that it returns a non-negative integer hash code or 0 if the input is null.
---"
636767441a6d9265ec017cc1,rotateRight,"private TreeNode<T> rotateRight(TreeNode<T> node){
  TreeNode<T> left=node.left;
  left.parent=null;
  node.setLeftChild(left.right);
  left.setRightChild(node);
  node.updateHeightAndSubtreeSize();
  left.updateHeightAndSubtreeSize();
  return left;
}
","/** 
 * Performs a right node rotation.
 * @param node a node to rotate
 * @return a new parent of the {@code node}
 */
",Perform a right node rotation on the AVL tree.,"```
---
**1. One-line summary:** Performs a right rotation on a binary tree node.
**2. Function behavior:** The function performs a right rotation by making the left child of the specified node the new root of the subtree and adjusting the necessary child and parent pointers, along with updating subtree sizes and heights.
**3. Function signature:** The function takes a single argument, a TreeNode<T> representing the current root of the subtree and returns a TreeNode<T> which is the new root after rotation.
**4. Examples:** 
   Input: a subtree rooted at node C with a left child node B
   Output: subtree now rooted at node B with node C as the right child of node B
**5. Preconditions & Postconditions:** The node must have a non-null left child for rotation; after execution, the left child becomes the new root of the subtree, and both nodes have updated height and subtree size.
---
```"
6367677e1a6d9265ec01830f,format,"public String format(LoggingEvent event){
  if (sbuf.capacity() > MAX_CAPACITY) {
    sbuf=new StringBuffer(BUF_SIZE);
  }
 else {
    sbuf.setLength(0);
  }
  PatternConverter c=head;
  while (c != null) {
    c.format(sbuf,event);
    c=c.next;
  }
  return sbuf.toString();
}
","/** 
 * Produces a formatted string as specified by the conversion pattern.
 */
","Format the buffered string with the pattern converter, and return the result.","```
---
**1. One-line summary:** Formats a logging event into a string using a buffer.
**2. Function behavior:** The function checks if a buffer exceeds a maximum capacity, reset its length or create a new buffer. It then iterates through a linked list of `PatternConverter` objects, using them to format the contents of a logging event into the buffer.
**3. Function signature:** The function takes a `LoggingEvent` object as a parameter and returns a `String`.
**4. Examples:** Input: A `LoggingEvent` object representing a log entry. Output: A formatted string representation of the log entry.
**5. Preconditions & Postconditions:** Precondition: The `sbuf`, `MAX_CAPACITY`, `BUF_SIZE`, `head`, and `PatternConverter` must be initialized and correctly set up before calling the function. Postcondition: If the buffer was oversized, it is reset, and the log event is converted to a string using the pattern converters.
---
```"
636767031a6d9265ec0178dd,contentLength,"public long contentLength(){
  long size;
  try {
    size=Long.parseLong(request.getHeader(FileUpload.CONTENT_LENGTH));
  }
 catch (  NumberFormatException e) {
    size=request.getContentLength();
  }
  return size;
}
","/** 
 * Retrieve the content length of the request.
 * @return The content length of the request.
 * @since 1.3
 */
","Compute and return the length of the request content header, return the content length if NumberFormatException happens.","```
---
**1. One-line summary:** Determines the content length from the HTTP request headers.
**2. Function behavior:** The function attempts to read the content length from the HTTP header using `FileUpload.CONTENT_LENGTH`; if parsing fails due to a `NumberFormatException`, it falls back to using `request.getContentLength()` for the content length.
**3. Function signature:** No parameters; returns a `long` representing the content length.
**4. Examples:** 
   Input: Request header with ""Content-Length"" = ""1024""  
   Output: 1024
   
   Input: Request header with ""Content-Length"" = ""invalid"" and `getContentLength()` returns 512  
   Output: 512
**5. Preconditions & Postconditions:** The method assumes that `request.getHeader` and `request.getContentLength` are correctly implemented. If `getHeader` returns a non-number, it defaults to `getContentLength()`; if both fail, the output is implementation-specific.
---
```"
636766f11a6d9265ec017658,indexOfLastSeparator,"public static int indexOfLastSeparator(String filename){
  if (filename == null) {
    return -1;
  }
  int lastUnixPos=filename.lastIndexOf(UNIX_SEPARATOR);
  int lastWindowsPos=filename.lastIndexOf(WINDOWS_SEPARATOR);
  return Math.max(lastUnixPos,lastWindowsPos);
}
","/** 
 * Returns the index of the last directory separator character. <p> This method will handle a file in either Unix or Windows format. The position of the last forward or backslash is returned. <p> The output will be the same irrespective of the machine that the code is running on.
 * @param filename  the filename to find the last path separator in, null returns -1
 * @return the index of the last separator character, or -1 if thereis no such character
 */
","Return the index of the last directory separator character, under Unix or Windows.","```
---
**1. One-line summary:** Finds the last file path separator in a filename string.
**2. Function behavior:** Given a filename, it finds the position of the last occurrence of either UNIX or Windows path separators and returns the maximum index or -1 if the input is null.
**3. Function signature:** (String filename) -> int
**4. Examples:** 
    - Input: ""folder/subfolder/file.txt"" -> Output: 17
    - Input: ""folder\\subfolder\\file.txt"" -> Output: 17
    - Input: ""file.txt"" -> Output: -1
    - Input: null -> Output: -1
**5. Preconditions & Postconditions:** Strings with no separators return -1; null input returns -1; extraneous or multiple separators are correctly ignored.
---
```"
636767121a6d9265ec017b0a,parseEndOfLine,"private int parseEndOfLine(String headerPart,int end){
  int index=end;
  for (; ; ) {
    int offset=headerPart.indexOf('\r',index);
    if (offset == -1 || offset + 1 >= headerPart.length()) {
      throw new IllegalStateException(""Expected headers to be terminated by an empty line."");
    }
    if (headerPart.charAt(offset + 1) == '\n') {
      return offset;
    }
    index=offset + 1;
  }
}
","/** 
 * Skips bytes until the end of the current line.
 * @param headerPart The headers, which are being parsed.
 * @param end Index of the last byte, which has yet been processed.
 * @return Index of the \r\n sequence, which indicates end of line.
 */
",Parse the header part starting from the given end position and return the index of the enter sequence. ,"```
---
**1. One-line summary:** Parses a string to find the end of a line terminated by ""\r\n"".
**2. Function behavior:** Iterates through `headerPart` from the given `end` index to locate the first ""\r\n"" sequence, throwing an exception if such a sequence is not found before reaching the string's end.
**3. Function signature:** Takes a `String` headerPart and an `int` end, returns an `int`.
**4. Examples:** 
   Input: parseEndOfLine(""Header\r\nAnother header"", 0) 
   Output: 6
   Input: parseEndOfLine(""No end line here"", 0) 
   Output: IllegalStateException
**5. Preconditions & Postconditions:** 
   Preconditions: `headerPart` is a non-null string, `end` is a valid index within the string.
   Postconditions: Returns the index of '\r' in the first occurrence of ""\r\n"", or throws IllegalStateException if no ""\r\n"" sequence exists after the initial `end` index.
---
```"
636766f61a6d9265ec017701,lastIndexOf,"public static int lastIndexOf(String str,String searchStr){
  if (StringUtils.isEmpty(str)) {
    return StringUtils.INDEX_NOT_FOUND;
  }
  return str.lastIndexOf(searchStr);
}
","/** 
 * Finds the last index within a String, handling <code>null</code>. This method uses  {@link String#lastIndexOf(String)}. 
 */
","Find the last index of the searchStr in str, and return INDEXNOTFOUND if str is empty.","```
---
**1. One-line summary:** Finds the last index of a substring in a given string.

**2. Function behavior:** The function checks if the main string is empty using a utility method; if it is, it returns a constant indicating the substring is not found. Otherwise, it returns the last index at which the specified substring is found within the main string.

**3. Function signature:** The function takes two parameters: a main string (`str`) and a search substring (`searchStr`), both are of type `String`, and it returns an integer indicating the position of the last occurrence.

**4. Examples:** 
    Input: lastIndexOf(""hello world"", ""world""), Output: 6
    Input: lastIndexOf(""hello world"", ""o""), Output: 7
    Input: lastIndexOf(""hello world"", ""x""), Output: -1
    Input: lastIndexOf("""", ""hello""), Output: -1

**5. Preconditions & Postconditions:** The main string and search substring must be valid strings (null cases may throw exceptions unless handled elsewhere). The function assumes case-sensitive search. If the `searchStr` is not found, it returns `-1`. If the `str` is empty, it returns `-1` indicating not found.
---
```"
6367670b1a6d9265ec0179fe,write,"@Override public void write(byte b[]) throws IOException {
  checkThreshold(b.length);
  getStream().write(b);
  written+=b.length;
}
","/** 
 * Writes <code>b.length</code> bytes from the specified byte array to this output stream.
 * @param b The array of bytes to be written.
 * @exception IOException if an error occurs.
 */
",Write the given byte array b into the output stream that this class represents.,"```
---
**1. One-line summary:** The method writes a byte array to an output stream with threshold checking.

**2. Function behavior:** The function first checks if the length of the byte array `b` exceeds a certain threshold using `checkThreshold(b.length)`. Then, it writes the byte array `b` to an output stream retrieved via `getStream()`. Finally, it increments a variable `written` by the length of `b` to track the total number of bytes written.

**3. Function signature:** The function takes a single parameter `b`, which is a byte array, and does not return any value (`void`).

**4. Examples:** 
   Input: `b = [104, 101, 108, 108, 111]`  (representing the string ""hello"")  
   Output: The byte array is written to the output stream, and `written` is incremented by 5.

**5. Preconditions & Postconditions:** 
   - Preconditions: `b` is not null and represents a valid byte array.
   - Postconditions: The byte array is successfully written to the output stream; `checkThreshold` does not prevent execution.
   - Failure cases may occur if an IOException is thrown by the output stream.
---
```"
636767df1a6d9265ec01873c,id,"public String id(String entityId){
  if (entityId == null) {
    return String.valueOf(point);
  }
 else {
    return point + Const.ID_CONNECTOR + entityId;
  }
}
","/** 
 * @return the row id
 */
",Return the id by concatenating the point and the entity id with id connector.,"```
---
**1. One-line summary:** Concatenates a global 'point' value with an entityId using a connector if entityId isn't null.
**2. Function behavior:** The function checks if the input string entityId is null; if so, it returns the 'point' converted to string. Otherwise, it concatenates 'point', a separator (Const.ID_CONNECTOR), and entityId into a single string.
**3. Function signature:** The function takes a single string parameter 'entityId' and returns a string.
**4. Examples:** 
Input: entityId = null; Output: ""point""
Input: entityId = ""123""; Output: ""point-123"" (assuming Const.ID_CONNECTOR is ""-"")
**5. Preconditions & Postconditions:** Preconditions: 'point' is a valid integer or string, Const.ID_CONNECTOR is a defined string. Postconditions: Returns a combined string with 'point' and entityId if entityId is not null, or just the string of 'point' if entityId is null.
---
```"
636766f91a6d9265ec01777f,toBoolean,"public static boolean toBoolean(Boolean bool){
  if (bool == null) {
    return false;
  }
  return bool.booleanValue() ? true : false;
}
","/** 
 * <p>Converts a Boolean to a boolean handling <code>null</code> by returning <code>false</code>.</p> <pre> BooleanUtils.toBoolean(Boolean.TRUE)  = true BooleanUtils.toBoolean(Boolean.FALSE) = false BooleanUtils.toBoolean(null)          = false </pre>
 * @param bool  the boolean to convert
 * @return <code>true</code> or <code>false</code>, <code>null</code> returns <code>false</code>
 */
",Convert a Boolean to a boolean handling null by returning false.,"
---
**1. One-line summary:** Converts a Boolean object to a primitive boolean with null as false.  
**2. Function behavior:** The function checks if the input Boolean is null, returning false if it is; otherwise, it returns the primitive boolean value of the input.  
**3. Function signature:** Takes a Boolean object (which can be null) and returns a primitive boolean.  
**4. Examples:** toBoolean(null) -> false; toBoolean(Boolean.TRUE) -> true; toBoolean(Boolean.FALSE) -> false  
**5. Preconditions & Postconditions:** Input can be a Boolean object or null; output is a primitive boolean with null returning false.  
---"
6367675f1a6d9265ec0180d3,identity,"public static <V,E>IsomorphicGraphMapping<V,E> identity(Graph<V,E> graph){
  Map<V,V> fMap=CollectionUtil.newHashMapWithExpectedSize(graph.vertexSet().size());
  Map<V,V> bMap=CollectionUtil.newHashMapWithExpectedSize(graph.vertexSet().size());
  for (  V v : graph.vertexSet()) {
    fMap.put(v,v);
    bMap.put(v,v);
  }
  return new IsomorphicGraphMapping<>(fMap,bMap,graph,graph);
}
","/** 
 * Computes an identity automorphism (i.e. a self-mapping of a graph in which each vertex also maps to itself).
 * @param graph the input graph
 * @param < V > the graph vertex type
 * @param < E > the graph edge type
 * @return a mapping from graph to graph
 */
",Compute and return an identity automorphism for the given graph.,"```
---
**1. One-line summary:** Returns an identity isomorphism for a given graph.

**2. Function behavior:** The function constructs and returns an isomorphism mapping a graph to itself by creating forward and backward mappings that map each vertex in the graph to itself.

**3. Function signature:** The function takes a graph with vertices and edges as input and returns an IsomorphicGraphMapping object that represents an identity isomorphism for that graph.

**4. Examples:**
   - Input: A graph with vertices {A, B, C}.
   - Output: An IsomorphicGraphMapping where the forward and backward maps are {A->A, B->B, C->C}.

**5. Preconditions & Postconditions:** The input graph is assumed to have well-defined vertex sets, and the function returns a valid identity mapping as an IsomorphicGraphMapping object. It should not fail with a null or empty graph, as identity mappings are valid for any graph.
---
```"
636766ff1a6d9265ec017851,findByte,"protected int findByte(byte value,int pos){
  for (int i=pos; i < tail; i++) {
    if (buffer[i] == value) {
      return i;
    }
  }
  return -1;
}
","/** 
 * Searches for a byte of specified value in the <code>buffer</code>, starting at the specified <code>position</code>.
 * @param value The value to find.
 * @param pos   The starting position for searching.
 * @return The position of byte found, counting from beginning of the<code>buffer</code>, or <code>-1</code> if not found.
 */
","Searche for a byte of the specified value in the buffer, starting at the specified position.","```
---
**1. One-line summary:** Finds the index of the first occurrence of a byte value in a buffer from a starting position.
**2. Function behavior:** The function iterates through the buffer array starting from the given position, checking each byte to see if it matches the specified value; it returns the index of the first match or -1 if the value is not found.
**3. Function signature:** The function takes a byte `value` and an integer `pos`, returning an integer index.
**4. Examples:** 
   - Input: value = 3, pos = 0, buffer = [1, 3, 5], tail = 3; Output: 1
   - Input: value = 4, pos = 1, buffer = [1, 3, 5], tail = 3; Output: -1
**5. Preconditions & Postconditions:** Preconditions: `pos` should be within the valid range of the buffer; the buffer and tail must be properly initialized. Postconditions: Returns the index of the first matching byte if found, otherwise returns -1; may fail if `pos` is beyond `tail`.
---
```"
636767a41a6d9265ec018582,writeDelimitedTo,"public static <T>int writeDelimitedTo(OutputStream out,T message,Schema<T> schema,LinkedBuffer buffer) throws IOException {
  if (buffer.start != buffer.offset)   throw new IllegalArgumentException(""Buffer previously used and had not been reset."");
  final ProtobufOutput output=new ProtobufOutput(buffer);
  schema.writeTo(output,message);
  final int size=output.getSize();
  ProtobufOutput.writeRawVarInt32Bytes(out,size);
  final int msgSize=LinkedBuffer.writeTo(out,buffer);
  assert size == msgSize;
  return size;
}
","/** 
 * Serializes the  {@code message}, prefixed with its length, into an  {@link OutputStream}.
 * @return the size of the message
 */
","Use ProtobufOutput and the LinkedBuffer to write the message into the given OutputStream out, and return the message size.","```
---
**1. One-line summary:** Writes a message to an output stream in length-delimited Protobuf format.
**2. Function behavior:** This function serializes a message using a provided schema into a buffer, calculates its size, writes the size as a VarInt to the output stream, and then writes the serialized data; it ensures the buffer is unused prior to serialization.
**3. Function signature:** The function accepts an OutputStream `out`, a message object `message` of generic type `T`, a `Schema<T>` to describe the structure, and a `LinkedBuffer` for serialization; it returns an integer indicating the size of the serialized message.
**4. Examples:** 
   - Input: `writeDelimitedTo(out, someMessage, someSchema, someBuffer)`
   - Output: Returns `42`, writes the size and serialized message to `out`.
**5. Preconditions & Postconditions:** 
   - Preconditions: The buffer must be reset before use; compatible message and schema are required.
   - Postconditions: The serialized message size must match the actual bytes written; throws `IOException` or `IllegalArgumentException` if preconditions are violated.
---
```"
